"Index_Sinistre","Annee","Age_assure","Ind_fumeur","Nbre_enfants","Exp_cond","km_annuel","Ind_util_travail","Ind_util_affaires","Score_credit","Age_police","Ind_occas","Ind_vehicule_sport","Valeur_vehicule","Age_vehicule","Ind_vehicule_loue","Nbre_infract","Temps_sn_sin","Nbre_sinistres","Montant_paye","Sexe_assureF","Sexe_assureH","Sexe_assureM","Emploi_assureASS","Emploi_assureAUT","Emploi_assureETU","Emploi_assureGOU","Emploi_assureMAN","Emploi_assureMED","Emploi_assurePRO","Emploi_assureRTR","Emploi_assureSNS","Statut_maritalA","Statut_maritalD","Statut_maritalF","Statut_maritalM","RegionES","RegionGA","RegionMA","RegionML","RegionOU","RegionQC","RegionSA","Couleur_vehiculeA","Couleur_vehiculeB","Couleur_vehiculeG","Couleur_vehiculeN","Couleur_vehiculeR"
2563,2006,27,0,0,11,39900,0,0,644,6,1,0,32000,9,0,0,6,1,4027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2564,2006,79,0,0,63,29100,0,0,386,40,1,0,12000,6,0,0,6,1,1148,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2565,2006,57,1,3,41,20000,0,0,851,36,1,0,12000,10,0,0,6,1,898,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2566,2006,32,0,2,16,19500,1,0,583,4,1,0,21000,2,0,0,6,1,1411,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2567,2006,77,0,1,58,7900,0,0,599,37,1,0,21000,2,1,0,6,1,2162,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2568,2006,44,0,0,28,27000,1,0,713,18,0,0,30000,1,1,0,6,1,2331,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2569,2006,46,0,0,30,45000,0,0,621,21,0,0,24000,2,0,0,6,1,1843,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2570,2006,33,1,0,17,41900,1,1,645,16,0,1,65000,2,1,0,6,1,14453,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2571,2006,49,0,1,33,18900,1,0,453,23,1,0,31000,0,1,0,6,1,3983,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2572,2006,16,0,0,0,28800,1,0,727,0,0,0,48000,12,0,0,6,1,5210,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2573,2006,53,1,1,36,15500,0,0,477,23,1,0,31000,1,0,0,6,1,3661,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2574,2006,38,1,1,14,42000,1,1,678,11,1,0,33000,3,0,0,6,1,5276,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2575,2006,75,1,1,59,31300,0,0,997,41,1,0,33000,4,0,0,6,1,1459,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2576,2006,59,1,0,43,19200,0,0,606,27,1,0,27000,11,0,0,6,1,1187,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2577,2006,21,1,0,5,10200,1,0,42,3,0,0,28000,12,0,0,6,1,3987,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2578,2006,22,0,0,6,11400,1,0,635,5,1,1,49000,4,1,1,6,1,7850,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2579,2006,33,0,1,17,18700,0,0,696,17,0,0,37000,2,0,0,6,1,3127,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2580,2006,44,0,1,28,10300,0,0,614,18,1,0,40000,9,0,0,6,1,4301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2581,2006,19,0,0,3,7300,1,0,519,1,0,0,12000,10,0,0,6,1,1825,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2582,2006,25,0,0,9,35500,0,0,552,4,1,0,26000,8,0,0,6,1,2636,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2583,2006,30,1,0,13,11400,1,0,977,7,1,0,22000,1,1,0,2,1,2143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2584,2006,34,0,1,10,9000,0,0,791,5,0,0,46000,11,0,0,6,1,2929,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2585,2006,72,1,1,56,33800,0,1,465,47,0,0,12000,1,0,0,6,1,3063,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2586,2006,91,1,0,67,33000,0,0,727,50,0,1,47000,2,0,0,6,1,3335,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2587,2006,58,1,2,42,23300,0,0,668,18,0,0,24000,2,1,1,6,1,1420,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2588,2006,36,0,1,20,22300,1,0,605,11,1,0,10000,3,0,0,2,1,2231,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2589,2006,40,0,0,24,48700,0,0,546,15,1,0,46000,1,1,0,6,1,4561,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2590,2006,17,0,0,1,11100,1,0,585,0,0,0,17000,5,1,0,1,1,3316,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2591,2006,20,0,0,0,31900,0,0,793,0,0,0,11000,12,0,0,6,1,1278,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2592,2006,47,0,0,22,17400,1,1,565,19,1,1,49000,1,1,0,6,1,12685,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2593,2006,82,0,0,66,34700,0,0,645,29,1,1,57000,0,1,0,6,1,5610,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2594,2006,32,0,1,10,33600,1,0,51,7,1,0,20000,3,0,0,3,1,2076,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2595,2006,78,1,1,62,46900,0,0,703,31,0,0,19000,4,0,0,2,1,973,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2596,2006,18,0,0,2,23200,1,0,789,1,0,0,18000,2,1,0,6,1,2401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2597,2006,30,1,0,10,18200,1,1,692,5,1,0,32000,2,1,0,6,1,5921,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2598,2006,47,1,1,31,28700,1,0,676,24,1,0,32000,2,1,0,3,1,3685,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2599,2006,19,0,1,2,25600,1,0,527,0,1,0,27000,12,0,1,2,1,2824,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2600,2006,39,0,1,23,30000,0,0,668,12,0,0,20000,11,0,0,6,1,1622,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2601,2006,77,0,0,60,17800,0,0,666,48,1,0,15000,3,0,0,6,1,852,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2602,2006,24,0,0,8,8900,1,0,761,5,1,0,25000,10,0,0,2,1,1992,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2603,2006,91,0,1,75,18900,0,0,688,48,1,0,42000,8,0,1,6,1,2211,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2604,2006,24,0,0,8,10100,0,0,694,6,1,0,22000,12,0,0,6,1,1945,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2605,2006,41,1,1,25,20400,1,1,625,13,0,0,23000,2,0,0,6,1,3217,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2606,2006,39,1,0,23,36300,0,0,640,20,1,0,23000,10,0,0,6,1,1688,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2607,2006,22,0,0,1,10400,1,0,803,0,0,0,32000,9,0,0,6,1,1821,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2608,2006,50,0,1,34,22800,1,0,603,15,1,1,48000,2,1,1,6,1,8461,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2609,2006,59,1,0,41,14400,1,1,726,26,1,0,10000,0,1,0,3,1,3134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2610,2006,19,0,0,3,7600,1,0,420,2,1,0,27000,12,0,0,6,1,3588,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2611,2006,19,1,0,3,11700,1,0,799,2,0,0,27000,2,1,1,6,1,3216,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2612,2006,46,0,3,30,31500,1,0,652,24,1,0,20000,4,1,0,3,1,1576,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2613,2006,30,0,1,14,36300,0,0,535,9,0,1,47000,1,1,0,6,1,12772,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2614,2006,29,0,2,13,10300,0,0,730,9,0,0,21000,10,0,1,6,1,1993,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2615,2006,36,0,1,19,35100,0,0,540,16,0,0,21000,2,0,0,6,1,2288,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2616,2006,18,0,0,2,11100,1,0,801,1,0,0,42000,10,0,0,0,1,3704,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2617,2006,37,1,1,20,38500,0,0,589,9,0,0,32000,1,0,0,6,1,2656,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2618,2006,17,0,0,0,35500,0,1,539,0,1,0,16000,7,0,1,6,1,5050,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2619,2006,22,0,0,5,53000,1,0,787,3,0,0,28000,1,0,0,2,1,2536,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2620,2006,60,0,0,44,25000,1,0,575,30,1,1,47000,0,0,0,6,1,4794,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2621,2006,44,1,0,28,42200,1,0,597,22,0,0,46000,10,0,0,6,1,4227,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2622,2006,64,0,1,48,28600,0,0,909,28,0,0,30000,5,0,0,6,1,1470,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2623,2006,26,0,0,10,14400,1,0,735,9,1,0,39000,0,0,0,6,1,3681,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2624,2006,31,0,1,8,8500,0,0,764,5,1,0,20000,1,1,0,6,1,1542,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2625,2006,29,0,2,13,36300,1,0,544,8,1,0,33000,1,1,0,3,1,5631,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2626,2006,49,0,0,33,24900,1,0,452,26,1,0,38000,2,1,0,6,1,6129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2627,2006,27,1,1,11,39600,0,0,701,7,0,1,41000,0,0,0,6,1,6718,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2628,2006,43,0,2,27,42200,1,0,678,17,1,0,31000,2,1,0,6,1,4775,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2629,2006,37,0,2,21,23700,0,0,624,17,0,0,10000,8,0,0,6,1,1142,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2630,2006,65,1,1,48,8500,0,0,747,33,1,0,38000,6,0,1,6,1,2051,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2631,2006,31,1,0,15,9700,1,0,602,8,0,0,17000,5,1,0,6,1,1606,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2632,2006,46,0,1,30,21900,1,0,902,24,1,0,26000,1,1,0,6,1,2988,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2633,2006,17,1,0,1,10200,1,0,947,0,0,0,31000,3,1,0,6,1,3251,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2634,2006,28,0,1,12,38900,1,0,559,8,1,0,27000,3,1,0,6,1,3822,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2635,2006,39,0,1,22,42800,1,0,818,11,0,0,29000,2,1,1,6,1,2183,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2636,2006,78,0,4,58,28400,0,0,662,43,1,0,14000,10,0,0,6,1,825,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2637,2006,25,1,1,7,15500,0,1,849,6,1,0,21000,5,1,0,6,1,4743,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2638,2006,21,0,0,1,8800,0,0,630,0,0,0,24000,10,0,0,6,1,3229,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2639,2006,34,1,1,18,17900,0,0,577,11,1,0,19000,3,1,0,6,1,2971,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2640,2006,19,0,0,3,8500,0,0,768,2,0,0,16000,7,0,0,6,1,1434,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2641,2006,21,0,0,4,36900,0,0,633,3,1,0,33000,9,0,0,6,1,3883,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2642,2006,36,1,0,15,40100,1,0,556,9,1,0,36000,1,1,1,6,1,2489,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2643,2006,25,0,0,9,13000,1,0,633,5,1,0,14000,1,1,0,6,1,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2644,2006,17,0,0,0,28600,0,0,625,0,0,1,48000,0,1,0,6,1,10476,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2645,2006,37,0,3,20,23400,1,0,602,19,0,0,28000,5,0,0,6,1,2516,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2646,2006,90,1,2,74,24100,1,1,599,62,0,0,22000,3,0,0,3,1,4197,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2647,2006,30,0,1,7,24000,0,0,640,5,1,0,11000,0,0,0,6,1,2369,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2648,2006,17,1,0,1,10000,1,0,733,0,0,0,21000,11,0,0,6,1,2233,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2649,2006,27,1,1,10,12500,1,0,642,7,1,0,32000,8,0,0,6,1,3411,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2650,2006,46,1,0,29,52500,1,1,888,18,0,1,36000,1,0,0,6,1,5777,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2651,2006,43,1,1,27,31600,0,0,698,18,1,0,23000,1,0,0,6,1,1563,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2652,2006,34,1,2,18,50500,0,0,838,11,0,1,47000,2,0,0,6,1,3934,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2653,2006,54,0,0,37,20500,0,0,703,16,1,1,58000,0,1,0,6,1,3707,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2654,2006,39,1,0,23,34700,0,0,449,20,0,0,30000,6,0,0,6,1,3675,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2655,2006,40,1,1,24,24200,1,1,607,19,1,0,24000,2,1,0,6,1,5642,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2656,2006,17,0,0,1,29500,1,0,691,0,1,0,33000,11,0,0,3,1,2389,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2657,2006,23,1,0,7,8700,1,0,478,7,0,0,30000,8,0,0,6,1,3654,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2658,2006,68,0,1,51,36500,0,0,677,30,0,0,12000,2,1,0,6,1,1396,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2659,2006,36,1,2,20,52100,1,0,708,13,1,0,33000,1,1,0,6,1,4736,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2660,2006,23,0,1,0,9300,1,0,649,0,0,0,37000,12,0,0,6,1,3689,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2661,2006,69,1,1,53,18400,0,0,657,42,1,1,62000,1,1,0,6,1,5835,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2662,2006,43,0,1,27,31200,1,1,629,22,1,0,12000,3,0,0,4,1,2091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2663,2006,16,0,0,0,33000,1,0,890,0,0,0,35000,12,0,0,6,1,2385,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2664,2006,68,0,1,52,11200,0,0,543,28,1,0,29000,3,1,0,6,1,3054,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2665,2006,30,0,1,12,29100,1,0,684,9,1,0,14000,2,0,0,6,1,1324,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2666,2006,17,1,0,1,33400,1,0,644,0,0,0,24000,11,0,0,1,1,1798,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2667,2006,55,1,0,39,40900,0,0,696,25,0,0,10000,2,1,0,6,1,782,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2668,2006,44,0,2,27,10500,1,0,732,17,1,0,21000,2,1,0,6,1,1316,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2669,2006,31,0,0,15,27800,1,0,724,12,1,0,20000,11,0,0,6,1,912,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2670,2006,30,0,2,14,28200,1,1,626,9,0,0,25000,8,0,0,6,1,3703,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2671,2006,40,0,0,20,29400,1,0,481,16,1,0,27000,4,0,0,6,1,2636,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2672,2006,74,0,0,58,17300,0,0,896,37,1,0,41000,2,0,0,6,1,1887,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2673,2006,34,0,1,18,26800,0,0,758,15,0,0,36000,7,0,0,6,1,2611,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2674,2006,80,1,1,58,50300,0,0,754,26,0,1,64000,2,1,1,6,1,5270,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2675,2006,41,1,0,25,30500,1,0,564,15,0,0,29000,2,0,0,4,1,3342,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2676,2006,87,1,0,71,2400,0,0,668,46,0,1,43000,0,1,1,5,1,2696,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2677,2006,30,0,1,14,6400,1,0,658,9,0,1,39000,3,1,1,6,1,5669,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2678,2006,59,0,1,43,16300,1,0,739,27,1,0,14000,9,0,0,6,1,1158,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2679,2006,31,1,1,15,1800,0,0,720,8,1,0,42000,1,1,0,6,1,2577,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2680,2006,32,0,0,16,53500,0,1,648,9,0,0,33000,1,1,0,6,1,6082,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2681,2006,55,1,2,37,16900,0,0,589,24,1,0,19000,12,0,0,6,1,1363,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2682,2006,36,1,1,20,7800,1,0,649,16,1,0,25000,0,1,0,6,1,2309,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2683,2006,31,1,1,15,29700,0,0,548,10,0,0,15000,4,1,0,1,1,1842,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2684,2006,33,0,0,16,33000,0,0,720,11,1,0,23000,10,0,0,6,1,1928,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2685,2006,67,1,1,51,37300,0,0,668,20,1,1,50000,0,1,0,6,1,4008,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2686,2006,90,0,1,74,30000,0,0,650,40,1,0,31000,2,0,0,6,1,2389,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2687,2006,44,0,2,19,40100,1,0,591,12,1,0,37000,2,0,0,6,1,4380,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2688,2006,22,1,0,6,29200,0,0,774,4,0,0,16000,12,0,0,5,1,1472,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2689,2006,54,0,0,38,11800,1,0,770,26,0,0,36000,1,1,0,6,1,4182,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2690,2006,62,1,1,46,3400,1,0,550,29,1,1,51000,0,1,1,6,1,9773,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2691,2006,29,0,1,12,35600,0,1,595,7,1,0,10000,2,1,1,6,1,2985,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2692,2006,72,0,2,56,16800,0,0,681,42,1,0,35000,8,0,0,6,1,2228,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2693,2006,22,0,0,6,28900,1,0,641,3,0,0,20000,8,0,0,2,1,1539,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2694,2006,27,1,0,11,55300,1,0,616,8,1,0,27000,0,0,0,6,1,4003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2695,2006,28,1,0,12,15500,1,0,666,8,1,0,11000,2,0,1,0,1,1919,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2696,2006,16,0,0,0,29600,1,0,600,0,0,0,22000,10,0,0,1,1,2645,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
