Index_Sinistre;Annee;Age_assure;Sexe_assure;Ind_fumeur;Emploi_assure;Statut_marital;Nbre_enfants;Exp_cond;km_annuel;Ind_util_travail;Ind_util_affaires;Score_credit;Region;Age_police;Ind_occas;Ind_vehicule_sport;Valeur_vehicule;Age_vehicule;Couleur_vehicule;Ind_vehicule_loue;Nbre_infract;Temps_sn_sin;Nbre_sinistres;Montant_paye
2988;2006;18;F;Oui;ETU;A;0;2;28500;Oui;Non;782;GA;1;Non;Non;27000;10;R;Non;0;6;1;2197
2989;2006;27;H;Non;PRO;A;0;11;15200;Oui;Oui;565;GA;7;Non;Non;29000;6;R;Non;0;6;1;6054
2990;2006;29;F;Non;AUT;A;2;13;24900;Oui;Non;780;GA;9;Non;Oui;46000;2;R;Oui;0;6;1;7923
2991;2006;61;F;Non;GOU;F;0;36;31100;Oui;Non;915;OU;25;Oui;Non;19000;0;N;Non;0;0;1;1192
2992;2006;17;F;Oui;AUT;M;0;1;31700;Oui;Non;778;SA;0;Oui;Non;22000;1;R;Oui;0;2;1;2819
2993;2006;24;F;Oui;ETU;A;0;8;10100;Oui;Non;588;ES;4;Non;Non;33000;10;N;Non;0;6;1;3421
2994;2006;48;F;Non;PRO;F;1;32;17400;Non;Oui;609;SA;25;Non;Non;42000;3;A;Non;0;0;1;9255
2995;2006;20;H;Non;ETU;A;1;4;33700;Oui;Non;666;ML;3;Non;Non;18000;11;A;Non;0;6;1;1186
2996;2006;17;H;Oui;ETU;A;0;0;13100;Non;Non;591;OU;0;Non;Non;24000;7;N;Non;0;6;1;2599
2997;2006;19;H;Non;ETU;F;3;1;8700;Oui;Non;735;ES;0;Oui;Non;33000;4;R;Non;0;6;1;3634
2998;2006;50;H;Oui;MAN;A;1;34;45000;Oui;Non;835;QC;25;Oui;Non;17000;3;A;Non;0;2;1;1127
2999;2006;39;H;Non;MAN;F;0;18;42100;Oui;Non;810;SA;13;Oui;Non;19000;2;A;Non;0;0;1;1618
3000;2006;29;H;Non;PRO;A;1;13;9700;Oui;Oui;682;ES;7;Non;Non;22000;5;N;Oui;1;6;1;3699
3001;2006;61;H;Non;PRO;F;2;44;14100;Non;Non;804;ML;41;Non;Non;12000;1;G;Oui;0;6;1;897
3002;2006;45;H;Oui;MAN;A;2;29;41200;Oui;Non;999;QC;20;Oui;Non;32000;12;B;Non;0;6;1;1519
3003;2006;28;F;Non;AUT;M;1;12;20800;Oui;Non;418;ES;9;Oui;Non;25000;3;G;Oui;0;6;1;4654
3004;2006;35;F;Non;GOU;M;1;19;37100;Oui;Non;697;GA;15;Non;Non;19000;1;N;Oui;0;6;1;2456
3005;2006;46;H;Non;AUT;F;0;30;29600;Non;Oui;695;SA;22;Oui;Non;13000;3;R;Non;0;6;1;2010
3006;2006;35;H;Non;PRO;A;1;19;19000;Oui;Non;785;ES;14;Non;Non;22000;7;N;Non;0;6;1;1208
3007;2006;49;H;Non;GOU;M;3;33;17500;Oui;Non;841;ML;18;Oui;Non;13000;5;G;Oui;0;6;1;729
3008;2006;75;H;Non;RTR;M;1;59;35800;Non;Non;728;SA;35;Non;Non;19000;1;G;Oui;0;6;1;1249
3009;2006;25;F;Oui;MAN;F;1;9;18700;Oui;Non;582;ML;2;Oui;Oui;68000;2;A;Non;0;6;1;8709
3010;2006;20;H;Non;ETU;F;0;4;30700;Oui;Non;613;ES;4;Oui;Non;33000;8;R;Non;0;6;1;3995
3011;2006;23;F;Oui;AUT;F;0;7;57200;Oui;Non;587;MA;4;Oui;Non;11000;7;B;Non;0;6;1;1614
3012;2006;62;H;Oui;RTR;A;1;43;13900;Non;Non;758;ES;30;Oui;Oui;46000;0;N;Oui;0;6;1;5830
3013;2006;62;H;Non;RTR;M;2;44;34600;Non;Non;791;GA;28;Non;Non;46000;2;R;Non;0;6;1;2290
3014;2006;19;H;Oui;ETU;A;0;3;9900;Oui;Non;733;MA;1;Non;Non;41000;10;R;Non;0;6;1;4318
3015;2006;51;F;Non;RTR;M;2;35;17100;Non;Non;682;QC;28;Oui;Non;22000;6;R;Non;0;6;1;1863
3016;2006;31;H;Oui;SNS;A;0;15;34700;Non;Non;695;GA;13;Non;Non;26000;12;B;Non;0;3;1;1710
3017;2006;71;H;Oui;RTR;F;1;55;40100;Non;Non;676;ML;33;Non;Non;10000;2;G;Oui;0;6;1;906
3018;2006;17;F;Non;ETU;F;0;1;27300;Oui;Non;837;GA;0;Oui;Non;45000;12;G;Non;0;5;1;3678
3019;2006;42;F;Non;MAN;M;1;22;47500;Non;Non;525;GA;17;Oui;Non;18000;3;R;Oui;1;1;1;3531
3020;2006;50;F;Non;SNS;A;1;28;16000;Non;Non;749;MA;18;Non;Oui;48000;1;N;Non;0;6;1;5687
3021;2006;52;H;Oui;AUT;F;2;36;38300;Non;Oui;513;ML;21;Oui;Non;30000;6;G;Non;0;6;1;3479
3022;2006;18;H;Non;SNS;M;0;2;15300;Non;Non;724;GA;1;Oui;Non;10000;11;R;Non;0;6;1;1339
3023;2006;16;H;Non;ETU;A;0;0;34300;Oui;Non;769;ES;0;Non;Non;31000;12;A;Non;0;1;1;2581
3024;2007;29;F;Non;MED;M;1;13;3500;Non;Non;641;SA;11;Oui;Non;31000;1;R;Oui;0;6;1;4821
3025;2007;22;F;Oui;ETU;F;2;6;10500;Oui;Non;703;SA;4;Oui;Non;20000;4;R;Oui;1;6;1;3861
3026;2007;21;F;Non;ETU;F;0;5;12400;Non;Non;893;ML;5;Oui;Non;33000;12;B;Non;0;6;1;1806
3027;2007;84;H;Oui;RTR;F;1;68;18300;Non;Non;518;ES;34;Non;Non;30000;5;G;Oui;0;3;1;2400
3028;2007;18;F;Oui;ETU;A;0;2;8800;Oui;Non;651;SA;1;Non;Non;31000;11;N;Non;1;5;1;3774
3029;2007;27;H;Non;AUT;F;0;11;19700;Oui;Oui;748;OU;8;Oui;Non;37000;2;A;Non;0;6;1;6700
3030;2007;57;H;Non;MAN;D;1;39;32900;Oui;Non;740;ML;31;Oui;Oui;50000;0;R;Oui;0;6;1;4945
3031;2007;24;F;Non;ETU;A;0;8;9500;Non;Non;819;SA;4;Non;Non;34000;12;N;Non;0;6;1;3067
3032;2007;44;H;Oui;GOU;M;1;28;40500;Non;Non;607;GA;22;Oui;Non;34000;5;N;Non;0;6;1;2971
3033;2007;41;H;Non;PRO;F;1;25;23700;Oui;Non;816;MA;18;Oui;Non;30000;0;R;Oui;0;1;1;2586
3034;2007;44;H;Non;MAN;M;1;25;34800;Oui;Non;796;GA;18;Oui;Non;27000;0;B;Non;1;6;1;2085
3035;2007;31;H;Oui;ASS;M;2;15;40400;Non;Non;727;MA;9;Non;Non;29000;3;N;Oui;0;6;1;2436
3036;2007;16;F;Non;ETU;A;0;0;33000;Oui;Non;866;ES;0;Non;Non;24000;11;R;Non;0;6;1;1821
3037;2007;25;F;Non;AUT;M;1;7;19000;Oui;Oui;571;ES;3;Oui;Non;21000;3;R;Non;0;6;1;4984
3038;2007;50;H;Non;MAN;M;2;34;11200;Oui;Non;558;GA;18;Non;Non;19000;6;G;Non;0;6;1;1961
3039;2007;31;H;Oui;GOU;M;1;9;25100;Oui;Non;708;ML;3;Non;Non;14000;1;R;Oui;0;6;1;1178
3040;2007;76;H;Non;RTR;F;0;60;25900;Non;Non;419;GA;48;Non;Non;34000;2;B;Non;0;1;1;3133
3041;2007;44;F;Oui;AUT;A;1;28;33400;Oui;Non;637;GA;16;Oui;Non;19000;8;G;Non;0;6;1;1884
3042;2007;89;F;Non;RTR;F;1;73;26500;Non;Non;509;ML;40;Non;Non;26000;5;B;Non;1;6;1;1148
3043;2007;46;F;Oui;ETU;D;1;22;9200;Oui;Non;589;ML;9;Oui;Oui;48000;0;G;Oui;1;6;1;6434
3044;2007;36;F;Oui;GOU;D;0;20;32100;Oui;Non;651;GA;19;Oui;Non;48000;7;R;Non;0;6;1;4432
3045;2007;30;H;Non;GOU;A;3;14;12500;Oui;Non;645;ES;7;Non;Non;30000;2;R;Oui;0;6;1;2871
3046;2007;20;H;Oui;ETU;A;0;0;14400;Oui;Non;557;GA;0;Non;Non;31000;10;A;Non;0;0;1;3531
3047;2007;22;H;Non;SNS;F;0;6;19400;Non;Non;675;GA;3;Non;Non;36000;7;B;Non;0;6;1;4711
3048;2007;30;H;Non;MAN;F;0;14;42300;Oui;Non;863;ES;9;Non;Oui;48000;1;R;Non;0;6;1;4091
3049;2007;32;F;Oui;PRO;D;0;16;16600;Oui;Oui;658;MA;10;Oui;Non;28000;3;B;Non;0;6;1;6554
3050;2007;21;H;Oui;ETU;F;0;5;32000;Oui;Non;475;OU;3;Oui;Non;16000;12;R;Non;0;0;1;2241
3051;2007;31;F;Non;MAN;M;1;15;34300;Oui;Non;841;SA;12;Non;Non;33000;2;R;Oui;0;6;1;4686
3052;2007;32;H;Non;MAN;M;1;16;26600;Oui;Non;781;ML;13;Oui;Oui;52000;1;R;Oui;0;6;1;3680
3053;2007;51;F;Non;PRO;A;0;35;31700;Non;Non;510;ES;19;Non;Oui;50000;1;R;Oui;0;6;1;7031
3054;2007;48;F;Non;SNS;M;1;32;15400;Non;Non;514;ES;25;Oui;Oui;41000;0;R;Non;0;6;1;7159
3055;2007;28;H;Non;MED;D;1;12;34200;Oui;Non;642;GA;11;Oui;Non;31000;4;N;Non;0;6;1;3667
3056;2007;23;F;Non;ETU;A;1;7;27500;Oui;Non;724;GA;5;Non;Non;21000;10;R;Non;0;6;1;2100
3057;2007;30;F;Oui;PRO;A;1;12;50200;Oui;Non;613;GA;5;Non;Non;14000;9;A;Non;0;6;1;1974
3058;2007;18;F;Non;ETU;A;1;0;10900;Oui;Non;522;ES;0;Non;Non;30000;4;R;Non;0;0;1;3880
3059;2007;45;H;Non;ETU;F;1;29;13200;Oui;Non;748;GA;18;Oui;Non;28000;4;R;Oui;0;6;1;2911
3060;2007;45;F;Oui;AUT;D;2;28;26400;Oui;Non;745;SA;12;Oui;Non;10000;1;B;Non;0;6;1;1648
3061;2007;26;F;Non;GOU;F;2;10;26200;Oui;Non;575;GA;5;Oui;Non;26000;2;N;Non;0;6;1;4696
3062;2007;27;H;Non;AUT;F;1;4;21500;Oui;Non;869;ML;3;Oui;Non;25000;12;N;Non;0;6;1;850
3063;2007;20;H;Non;ETU;A;0;0;30000;Oui;Non;568;ML;0;Non;Non;33000;10;R;Non;0;6;1;2990
3064;2007;40;H;Oui;ETU;A;0;24;31000;Oui;Non;611;GA;18;Non;Non;25000;5;A;Oui;0;6;1;2251
3065;2007;52;H;Oui;MED;M;0;35;27200;Non;Non;676;ML;33;Oui;Non;21000;1;R;Oui;0;6;1;1454
3066;2007;57;F;Oui;MED;F;0;35;20700;Oui;Non;572;ES;24;Oui;Non;40000;6;G;Non;0;0;1;3219
3067;2007;39;H;Non;MAN;M;0;16;13800;Oui;Non;683;QC;8;Oui;Non;27000;2;R;Oui;0;3;1;2986
3068;2007;42;F;Oui;MED;A;1;26;4800;Oui;Non;657;OU;22;Oui;Non;27000;7;N;Non;0;6;1;2512
3069;2007;39;H;Oui;ASS;F;1;23;29100;Oui;Oui;551;ML;16;Non;Non;33000;8;N;Non;1;2;1;3555
3070;2007;24;H;Non;ETU;F;0;8;8400;Oui;Non;647;SA;6;Oui;Non;10000;10;R;Non;0;6;1;1584
3071;2007;41;H;Oui;MAN;A;1;24;6700;Oui;Non;865;ML;16;Non;Non;24000;0;R;Non;0;0;1;1182
3072;2007;39;F;Non;AUT;M;0;23;34200;Non;Oui;630;ES;13;Oui;Oui;49000;2;R;Oui;0;1;1;13823
3073;2007;37;H;Non;AUT;F;1;21;12700;Oui;Non;576;MA;12;Oui;Non;26000;2;A;Oui;1;5;1;3251
3074;2007;43;H;Oui;ETU;D;2;27;8100;Non;Non;605;ES;24;Oui;Non;15000;11;G;Non;0;6;1;920
3075;2007;64;H;Non;RTR;F;1;48;45000;Non;Non;680;QC;31;Oui;Non;30000;1;B;Non;0;0;1;2573
3076;2007;44;F;Oui;MAN;A;0;28;20000;Non;Non;620;SA;16;Non;Non;23000;1;G;Non;0;6;1;2970
3077;2007;52;H;Non;RTR;A;1;36;12400;Non;Non;563;ES;19;Oui;Non;20000;2;A;Oui;0;6;1;1914
3078;2007;47;H;Non;SNS;F;1;31;15300;Non;Non;725;SA;17;Non;Non;21000;7;A;Non;0;6;1;1425
3079;2007;79;F;Oui;RTR;F;2;63;31900;Non;Non;831;QC;37;Oui;Non;35000;2;A;Non;0;6;1;2203
3080;2007;23;H;Non;ETU;F;0;7;10200;Oui;Non;585;ML;3;Oui;Non;15000;12;R;Non;0;0;1;1337
3081;2007;36;H;Non;PRO;F;1;20;25600;Oui;Oui;688;ML;8;Oui;Non;30000;8;A;Non;0;3;1;3249
3082;2007;37;F;Non;MAN;M;0;19;15500;Oui;Non;640;ES;13;Oui;Non;22000;2;G;Non;0;4;1;2757
3083;2007;65;F;Non;AUT;M;0;49;24800;Oui;Oui;680;GA;26;Oui;Non;34000;0;A;Non;0;6;1;6013
3084;2007;87;F;Non;RTR;M;3;70;25500;Non;Non;505;SA;35;Non;Non;24000;1;A;Non;0;6;1;1484
3085;2007;25;F;Non;GOU;F;1;5;24200;Non;Non;641;SA;4;Non;Non;12000;5;R;Oui;0;3;1;2331
3086;2007;42;F;Non;GOU;F;0;26;13000;Non;Non;653;ES;9;Oui;Non;31000;1;R;Oui;0;6;1;3792
3087;2007;47;H;Non;GOU;F;1;31;17200;Non;Non;554;ES;18;Oui;Non;14000;5;G;Non;0;6;1;1297
3088;2007;60;H;Non;PRO;M;4;44;22300;Oui;Non;508;SA;28;Non;Non;26000;4;N;Non;0;6;1;2686
3089;2007;61;H;Non;PRO;F;0;45;1500;Non;Non;815;SA;33;Non;Non;43000;12;G;Non;2;6;1;2495
3090;2007;54;F;Oui;GOU;F;1;37;26100;Non;Non;792;SA;27;Oui;Non;20000;3;R;Oui;0;6;1;2091
3091;2007;47;H;Oui;PRO;D;2;31;25500;Non;Non;765;GA;23;Non;Oui;49000;1;R;Non;0;6;1;4498
3092;2007;55;F;Non;RTR;A;1;39;30200;Non;Non;572;ES;17;Non;Oui;63000;1;R;Oui;0;3;1;6151
3093;2007;46;F;Oui;ASS;F;2;30;27200;Oui;Oui;749;ES;21;Non;Non;17000;1;R;Oui;0;6;1;3512
3094;2007;24;F;Non;ETU;A;0;8;28100;Oui;Non;652;ML;5;Non;Non;14000;11;A;Non;0;1;1;1173
3095;2007;38;H;Oui;PRO;F;3;16;34500;Oui;Non;501;MA;11;Oui;Non;29000;8;N;Non;0;6;1;2334
3096;2007;32;F;Oui;AUT;F;1;16;27500;Oui;Non;457;SA;10;Non;Non;10000;4;R;Non;0;6;1;2394
3097;2007;30;F;Non;MED;F;1;14;16200;Oui;Non;542;ML;9;Oui;Non;28000;6;R;Non;0;2;1;2750
3098;2007;55;F;Non;RTR;M;1;35;51000;Non;Non;632;GA;22;Non;Non;27000;6;G;Non;0;6;1;2126
3099;2007;80;H;Oui;AUT;M;0;64;36800;Oui;Oui;713;ML;57;Non;Non;29000;3;N;Oui;0;4;1;3629
3100;2007;58;F;Non;MED;F;1;42;36900;Oui;Non;676;SA;14;Oui;Non;37000;7;R;Non;0;6;1;3596
3101;2007;92;H;Non;RTR;A;0;74;38300;Non;Non;549;ES;40;Non;Non;26000;1;A;Non;0;6;1;1606
3102;2007;77;F;Non;RTR;A;1;61;13800;Non;Non;574;OU;45;Oui;Oui;75000;1;R;Oui;0;6;1;6678
3103;2007;25;H;Non;MED;M;1;9;13400;Non;Non;592;ML;7;Oui;Non;33000;0;R;Oui;0;6;1;3423
3104;2007;26;F;Non;MAN;M;1;10;33200;Non;Non;550;GA;8;Oui;Oui;40000;2;G;Non;0;6;1;8059
3105;2007;28;H;Non;MAN;F;0;11;3600;Non;Non;961;ML;10;Oui;Oui;34000;1;B;Non;0;2;1;2323
3106;2007;28;F;Oui;PRO;F;1;12;39300;Non;Non;791;ES;7;Oui;Non;18000;3;B;Oui;0;6;1;2113
3107;2007;79;F;Oui;RTR;M;1;63;37400;Non;Non;568;GA;44;Oui;Non;41000;8;N;Non;0;6;1;2701
3108;2007;49;H;Oui;PRO;M;0;33;17100;Oui;Non;710;MA;29;Oui;Non;18000;3;R;Oui;0;4;1;1867
3109;2007;39;H;Non;GOU;F;1;22;55200;Oui;Non;833;GA;13;Oui;Non;29000;0;R;Non;0;2;1;2013
3110;2007;34;F;Non;PRO;F;1;18;26800;Oui;Oui;617;ML;14;Oui;Oui;47000;1;A;Non;1;6;1;13064
3111;2007;79;F;Oui;RTR;A;1;63;27000;Non;Non;686;ML;37;Oui;Oui;58000;1;N;Oui;0;6;1;4007
3112;2007;44;H;Non;PRO;F;1;28;47900;Non;Non;543;OU;22;Oui;Non;24000;2;R;Oui;0;6;1;2934
3113;2007;26;F;Non;MED;F;0;10;20800;Oui;Non;791;GA;8;Oui;Non;29000;1;B;Non;0;6;1;3114
3114;2007;25;F;Oui;PRO;F;1;4;32000;Oui;Oui;650;ES;2;Non;Non;38000;0;B;Oui;0;6;1;11065
3115;2007;52;H;Oui;RTR;M;1;36;13000;Non;Non;583;SA;32;Non;Non;31000;4;A;Oui;0;6;1;2883
3116;2007;26;H;Non;ASS;D;0;10;23000;Oui;Non;627;GA;9;Oui;Non;25000;2;R;Oui;0;6;1;3928
3117;2007;92;H;Non;RTR;M;0;76;22700;Non;Non;537;ML;49;Oui;Non;25000;1;A;Non;0;6;1;1461
3118;2007;39;H;Non;MAN;D;1;23;10200;Oui;Non;682;MA;13;Oui;Non;24000;2;N;Oui;0;6;1;2835
3119;2007;20;H;Non;ETU;F;0;4;10100;Oui;Non;453;MA;2;Oui;Non;31000;6;B;Non;0;6;1;5235
3120;2007;20;H;Non;SNS;F;0;4;23700;Non;Non;758;ES;3;Oui;Non;13000;7;R;Non;0;6;1;1496
3121;2007;65;F;Non;RTR;F;0;49;22200;Non;Non;815;ML;39;Non;Non;27000;5;R;Oui;0;6;1;1161
3122;2007;37;F;Non;PRO;F;0;21;25100;Oui;Oui;588;ML;11;Non;Non;17000;6;G;Non;0;5;1;3057
3123;2007;62;H;Non;PRO;F;0;46;52000;Non;Oui;810;ES;41;Oui;Non;10000;1;R;Non;0;6;1;1536
3124;2007;18;F;Non;ETU;F;2;2;10300;Oui;Non;977;ES;1;Oui;Non;48000;11;G;Non;0;6;1;3388
3125;2007;36;F;Oui;PRO;A;1;20;41400;Oui;Non;728;MA;20;Non;Non;34000;2;G;Non;0;0;1;4403
3126;2007;50;H;Oui;SNS;A;0;33;38300;Non;Non;607;ES;26;Non;Oui;59000;1;G;Oui;0;6;1;5534
3127;2007;28;H;Non;GOU;M;1;12;21300;Non;Non;610;GA;8;Oui;Non;29000;3;N;Non;0;6;1;3201
3128;2007;74;H;Oui;RTR;D;2;57;17100;Non;Non;861;GA;39;Non;Oui;58000;1;N;Oui;0;6;1;3944
3129;2007;86;F;Oui;RTR;F;1;69;11000;Non;Non;702;ES;37;Oui;Non;26000;5;R;Non;0;6;1;1230
3130;2007;68;F;Non;RTR;M;1;52;7700;Non;Non;531;GA;31;Oui;Non;30000;5;A;Non;0;6;1;2488
3131;2007;75;H;Non;RTR;D;1;59;22200;Non;Non;999;SA;44;Non;Oui;54000;1;N;Oui;0;6;1;3771
3132;2007;21;F;Non;ETU;F;0;5;27700;Non;Non;646;GA;3;Non;Non;19000;10;R;Non;0;6;1;2208
3133;2007;29;H;Oui;AUT;F;0;13;23000;Non;Non;552;SA;6;Oui;Non;38000;2;R;Oui;0;6;1;4694
3134;2007;39;F;Non;PRO;A;1;21;26800;Non;Non;807;MA;10;Non;Non;29000;1;A;Oui;0;6;1;3860
3135;2007;26;F;Non;MAN;D;2;10;54600;Non;Non;618;ES;7;Oui;Oui;46000;2;R;Non;0;6;1;8560
3136;2007;84;H;Non;RTR;A;1;68;31700;Non;Non;837;QC;44;Oui;Oui;50000;3;R;Non;0;6;1;4190
3137;2007;44;F;Non;PRO;A;1;28;39800;Oui;Oui;637;GA;19;Non;Oui;54000;0;N;Oui;0;6;1;19505
3138;2007;38;F;Non;MED;M;3;22;20900;Oui;Non;582;GA;12;Oui;Non;26000;1;B;Oui;0;6;1;4161
3139;2007;32;F;Oui;AUT;D;1;16;28300;Non;Non;691;SA;11;Oui;Non;28000;0;B;Oui;0;6;1;3814
3140;2007;70;F;Non;RTR;D;0;54;44900;Non;Non;680;ML;37;Oui;Non;11000;1;A;Non;0;4;1;1016
3141;2007;67;F;Oui;RTR;A;2;47;16700;Non;Non;613;ML;28;Oui;Non;37000;8;A;Non;0;6;1;2075
3142;2007;32;H;Non;ASS;F;0;16;48500;Oui;Non;704;SA;10;Non;Non;22000;3;N;Non;0;6;1;1633
3143;2007;49;H;Non;ASS;M;1;33;18600;Oui;Non;609;GA;21;Oui;Non;18000;3;R;Oui;0;6;1;2198
3144;2007;37;H;Oui;AUT;M;0;18;47900;Oui;Non;418;SA;18;Oui;Non;27000;6;R;Non;0;6;1;2558
3145;2007;21;F;Non;ETU;A;0;5;8900;Oui;Non;602;ML;3;Non;Non;25000;7;B;Non;0;4;1;2264
3146;2007;18;H;Oui;ETU;F;0;2;29700;Oui;Non;999;MA;0;Non;Non;32000;11;R;Non;0;5;1;2223
3147;2007;41;H;Oui;MAN;F;1;25;13900;Non;Non;959;OU;13;Oui;Non;18000;2;B;Oui;0;6;1;978
3148;2007;66;F;Non;RTR;F;1;49;35200;Non;Non;621;ES;34;Oui;Non;20000;8;N;Non;0;6;1;1210
3149;2007;42;H;Non;GOU;A;0;26;20300;Oui;Non;909;GA;16;Non;Non;17000;6;G;Non;0;6;1;924
3150;2007;30;H;Non;ASS;M;0;6;14900;Oui;Non;616;OU;5;Oui;Non;30000;1;R;Oui;0;6;1;3603
3151;2007;40;H;Non;MAN;F;1;24;27300;Oui;Non;844;OU;9;Oui;Non;18000;9;G;Non;0;6;1;994
3152;2007;19;F;Non;ETU;A;1;0;11200;Oui;Non;822;ML;0;Non;Non;22000;11;B;Non;0;1;1;1571
3153;2007;46;H;Oui;AUT;F;0;30;38100;Non;Non;647;SA;21;Oui;Non;25000;7;R;Non;0;6;1;1629
3154;2007;47;F;Non;GOU;A;3;31;10300;Oui;Non;633;ML;21;Oui;Non;26000;4;A;Oui;0;1;1;3194
3155;2007;44;F;Non;ASS;F;1;28;37400;Oui;Non;598;ML;19;Oui;Non;25000;2;A;Non;0;6;1;2347
3156;2007;24;H;Non;ETU;A;0;8;31800;Non;Non;811;SA;6;Non;Oui;44000;0;R;Non;1;2;1;4715
3157;2007;29;F;Non;ASS;A;2;13;19500;Oui;Non;570;ES;9;Non;Non;26000;1;B;Oui;0;6;1;4429
3158;2007;17;F;Non;ETU;A;0;0;30100;Non;Non;629;QC;0;Non;Non;27000;9;R;Non;0;6;1;3881
3159;2007;62;H;Oui;GOU;F;3;45;37200;Oui;Non;804;ES;29;Oui;Non;37000;10;R;Non;0;6;1;2094
3160;2007;47;F;Non;MAN;M;1;25;44400;Oui;Non;676;ML;11;Oui;Non;35000;4;G;Non;0;6;1;2349
3161;2007;84;H;Non;RTR;M;0;68;38700;Non;Non;509;ES;51;Oui;Non;44000;0;N;Oui;1;6;1;4917
3162;2007;25;H;Oui;SNS;M;1;5;25500;Non;Non;640;ML;3;Oui;Non;40000;10;R;Non;0;3;1;2848
3163;2007;61;F;Non;PRO;F;2;45;3400;Oui;Non;629;GA;29;Oui;Non;12000;4;G;Oui;0;6;1;1970
3164;2007;46;F;Non;PRO;M;1;30;58700;Non;Oui;527;GA;25;Oui;Non;36000;1;A;Non;0;6;1;8790
3165;2007;26;H;Oui;MED;M;2;10;51900;Oui;Non;972;ML;7;Oui;Non;23000;2;R;Non;0;6;1;1260
3166;2007;65;F;Non;RTR;F;0;49;44100;Non;Non;969;SA;29;Oui;Non;23000;0;B;Oui;0;6;1;1497
3167;2007;19;H;Non;ETU;A;0;0;10500;Oui;Non;700;ES;0;Non;Oui;66000;6;G;Non;0;2;1;7146
3168;2007;47;H;Oui;GOU;M;1;31;9700;Non;Non;637;MA;24;Non;Non;14000;6;B;Non;0;6;1;1058
3169;2007;31;H;Non;PRO;F;1;15;64000;Oui;Non;513;ES;6;Non;Non;40000;0;G;Oui;0;6;1;4567
3170;2007;76;H;Oui;RTR;F;1;60;43100;Non;Non;587;ML;48;Oui;Non;30000;1;N;Non;0;6;1;2093
3171;2007;48;F;Oui;AUT;F;1;32;29500;Oui;Oui;584;ML;20;Oui;Non;14000;6;R;Non;0;1;1;2056
3172;2007;48;H;Non;ASS;A;2;32;6300;Non;Non;719;SA;20;Oui;Oui;65000;1;B;Oui;0;6;1;6589
3173;2007;53;H;Oui;SNS;M;2;37;11300;Non;Non;630;ES;29;Non;Non;34000;10;N;Non;0;6;1;1820
3174;2007;45;F;Non;ASS;F;1;29;28100;Oui;Non;670;ES;20;Oui;Non;30000;1;A;Non;0;6;1;2959
3175;2007;38;F;Oui;MED;F;1;17;59700;Oui;Non;841;MA;11;Non;Non;26000;3;R;Non;0;6;1;2644
3176;2007;53;H;Oui;RTR;F;1;37;13800;Non;Non;803;ES;16;Oui;Non;13000;7;B;Non;0;6;1;814
3177;2007;29;F;Non;PRO;F;2;10;48700;Oui;Non;405;GA;8;Oui;Non;11000;1;R;Non;0;6;1;3631
3178;2007;28;F;Non;ETU;F;1;11;34500;Oui;Non;595;MA;7;Non;Non;43000;10;R;Non;0;6;1;5198
3179;2007;33;H;Non;PRO;M;0;17;7800;Oui;Non;669;SA;11;Oui;Non;27000;10;N;Non;0;6;1;1941
3180;2007;43;F;Non;GOU;A;0;27;31200;Oui;Non;815;SA;10;Non;Non;25000;5;G;Non;0;4;1;1873
3181;2007;62;F;Oui;AUT;F;0;45;49200;Non;Non;552;ML;31;Non;Non;23000;0;N;Non;0;6;1;1749
3182;2007;69;H;Non;RTR;M;1;53;25700;Non;Non;707;OU;53;Oui;Non;41000;7;R;Non;1;6;1;2146
3183;2007;18;F;Non;ETU;A;1;2;29600;Oui;Non;629;QC;1;Non;Non;22000;5;R;Oui;0;3;1;3775
3184;2007;75;H;Oui;RTR;A;0;57;13500;Non;Non;639;SA;45;Non;Oui;65000;0;N;Oui;0;6;1;5679
3185;2007;24;H;Oui;ETU;A;0;8;12500;Non;Non;753;SA;6;Non;Non;18000;4;A;Non;0;6;1;1737
3186;2007;32;F;Non;PRO;M;0;16;17400;Oui;Non;778;ES;10;Oui;Oui;62000;1;B;Oui;0;1;1;7311
3187;2007;56;F;Non;GOU;M;1;40;41300;Oui;Non;621;ES;32;Non;Non;29000;2;R;Non;0;6;1;2926
3188;2007;21;F;Non;ETU;F;0;5;26700;Non;Non;19;ES;2;Non;Non;30000;9;R;Non;0;6;1;5289
3189;2007;43;F;Non;GOU;M;1;27;26200;Oui;Non;586;ES;14;Non;Non;29000;3;B;Non;0;6;1;2726
3190;2007;51;H;Oui;GOU;A;0;35;20100;Non;Non;725;ML;35;Non;Non;10000;8;G;Non;0;6;1;561
3191;2007;27;F;Non;ASS;A;0;9;9600;Oui;Oui;497;ML;7;Non;Non;27000;0;G;Non;0;6;1;5604
3192;2007;42;F;Non;ASS;F;1;26;35000;Non;Non;717;QC;20;Non;Non;29000;9;G;Non;0;6;1;2435
3193;2007;28;F;Non;PRO;F;4;12;32400;Oui;Non;635;ML;8;Non;Non;23000;3;R;Non;0;2;1;2092
3194;2007;47;F;Non;MAN;M;1;31;28300;Oui;Non;483;GA;17;Oui;Non;19000;6;B;Non;0;6;1;3010
3195;2007;18;F;Non;ETU;F;0;2;11200;Non;Non;696;GA;1;Oui;Non;36000;10;R;Non;0;6;1;4266
3196;2007;31;F;Oui;SNS;M;1;15;14500;Non;Non;670;MA;11;Oui;Non;35000;8;N;Non;1;6;1;3445
